|dates|Nottoway_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Nottoway_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Nottoway_Virginia_UnitedStates.Male_Total_Population.data|Nottoway_Virginia_UnitedStates.Male_Total_Population.missing|Nottoway_Virginia_UnitedStates.Female_Total_Population.data|Nottoway_Virginia_UnitedStates.Female_Total_Population.missing|Nottoway_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Nottoway_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2959.0|0|8338.0|0|7082.0|0|2947.0|0
