|dates|Fremont_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Fremont_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Fremont_Colorado_UnitedStates.Male_Total_Population.data|Fremont_Colorado_UnitedStates.Male_Total_Population.missing|Fremont_Colorado_UnitedStates.Female_Total_Population.data|Fremont_Colorado_UnitedStates.Female_Total_Population.missing|Fremont_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Fremont_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10402.0|0|27722.0|0|20299.0|0|7839.0|0
