|dates|Prairie_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Prairie_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Prairie_Arkansas_UnitedStates.NYT_ConfirmedCases.data|Prairie_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|Prairie_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Prairie_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Prairie_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Prairie_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|1185.0|0|0.0|100|27.0|0|0.0|100
