|dates|Macon_Georgia_UnitedStates.AveragePrecipitationTotal.data|Macon_Georgia_UnitedStates.AveragePrecipitationTotal.missing|Macon_Georgia_UnitedStates.AveragePrecipitation.data|Macon_Georgia_UnitedStates.AveragePrecipitation.missing|Macon_Georgia_UnitedStates.AverageWindDirection.data|Macon_Georgia_UnitedStates.AverageWindDirection.missing|Macon_Georgia_UnitedStates.AverageWindSpeed.data|Macon_Georgia_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|10|0.0|10|262.875|0|8.40625|0
