|dates|BearLake_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|BearLake_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|BearLake_Idaho_UnitedStates.Male_Total_Population.data|BearLake_Idaho_UnitedStates.Male_Total_Population.missing|BearLake_Idaho_UnitedStates.Female_Total_Population.data|BearLake_Idaho_UnitedStates.Female_Total_Population.missing|BearLake_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|BearLake_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1248.0|0|3017.0|0|3033.0|0|1617.0|0
