|dates|Garvin_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Garvin_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Garvin_Oklahoma_UnitedStates.Male_Total_Population.data|Garvin_Oklahoma_UnitedStates.Male_Total_Population.missing|Garvin_Oklahoma_UnitedStates.Female_Total_Population.data|Garvin_Oklahoma_UnitedStates.Female_Total_Population.missing|Garvin_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Garvin_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4987.0|0|13727.0|0|14084.0|0|6891.0|0
