|dates|Bledsoe_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bledsoe_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bledsoe_Tennessee_UnitedStates.Male_Total_Population.data|Bledsoe_Tennessee_UnitedStates.Male_Total_Population.missing|Bledsoe_Tennessee_UnitedStates.Female_Total_Population.data|Bledsoe_Tennessee_UnitedStates.Female_Total_Population.missing|Bledsoe_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Bledsoe_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2723.0|0|8697.0|0|6058.0|0|2251.0|0
