|dates|Hillsborough_NewHampshire_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hillsborough_NewHampshire_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hillsborough_NewHampshire_UnitedStates.Male_Total_Population.data|Hillsborough_NewHampshire_UnitedStates.Male_Total_Population.missing|Hillsborough_NewHampshire_UnitedStates.Female_Total_Population.data|Hillsborough_NewHampshire_UnitedStates.Female_Total_Population.missing|Hillsborough_NewHampshire_UnitedStates.MaleAndFemale_Under18_Population.data|Hillsborough_NewHampshire_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|65348.0|0|206632.0|0|208615.0|0|84629.0|0
