|dates|Angelina_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Angelina_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Angelina_Texas_UnitedStates.Male_Total_Population.data|Angelina_Texas_UnitedStates.Male_Total_Population.missing|Angelina_Texas_UnitedStates.Female_Total_Population.data|Angelina_Texas_UnitedStates.Female_Total_Population.missing|Angelina_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Angelina_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14218.0|0|42488.0|0|44604.0|0|22280.0|0
