|dates|Harnett_NorthCarolina_UnitedStates.BLS_EmployedPopulation.data|Harnett_NorthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Harnett_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Harnett_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Harnett_NorthCarolina_UnitedStates.BLS_UnemploymentRate.data|Harnett_NorthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Harnett_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Harnett_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|51564.0|0|2318.0|0|4.301993244497234|0|53882.0|0
0|2020-01-02|51564.0|0|2318.0|0|4.301993244497234|0|53882.0|0
0|2020-01-03|51564.0|0|2318.0|0|4.301993244497234|0|53882.0|0
0|2020-01-04|51564.0|0|2318.0|0|4.301993244497234|0|53882.0|0
0|2020-01-05|51564.0|0|2318.0|0|4.301993244497234|0|53882.0|0
0|2020-01-06|51564.0|0|2318.0|0|4.301993244497234|0|53882.0|0
0|2020-01-07|51564.0|0|2318.0|0|4.301993244497234|0|53882.0|0
0|2020-01-08|51564.0|0|2318.0|0|4.301993244497234|0|53882.0|0
0|2020-01-09|51564.0|0|2318.0|0|4.301993244497234|0|53882.0|0
0|2020-01-10|51564.0|0|2318.0|0|4.301993244497234|0|53882.0|0
0|2020-01-11|51564.0|0|2318.0|0|4.301993244497234|0|53882.0|0
0|2020-01-12|51564.0|0|2318.0|0|4.301993244497234|0|53882.0|0
0|2020-01-13|51564.0|0|2318.0|0|4.301993244497234|0|53882.0|0
0|2020-01-14|51564.0|0|2318.0|0|4.301993244497234|0|53882.0|0
0|2020-01-15|51564.0|0|2318.0|0|4.301993244497234|0|53882.0|0
0|2020-01-16|51564.0|0|2318.0|0|4.301993244497234|0|53882.0|0
0|2020-01-17|51564.0|0|2318.0|0|4.301993244497234|0|53882.0|0
0|2020-01-18|51564.0|0|2318.0|0|4.301993244497234|0|53882.0|0
0|2020-01-19|51564.0|0|2318.0|0|4.301993244497234|0|53882.0|0
0|2020-01-20|51564.0|0|2318.0|0|4.301993244497234|0|53882.0|0
0|2020-01-21|51564.0|0|2318.0|0|4.301993244497234|0|53882.0|0
0|2020-01-22|51564.0|0|2318.0|0|4.301993244497234|0|53882.0|0
0|2020-01-23|51564.0|0|2318.0|0|4.301993244497234|0|53882.0|0
0|2020-01-24|51564.0|0|2318.0|0|4.301993244497234|0|53882.0|0
0|2020-01-25|51564.0|0|2318.0|0|4.301993244497234|0|53882.0|0
0|2020-01-26|51564.0|0|2318.0|0|4.301993244497234|0|53882.0|0
0|2020-01-27|51564.0|0|2318.0|0|4.301993244497234|0|53882.0|0
0|2020-01-28|51564.0|0|2318.0|0|4.301993244497234|0|53882.0|0
