|dates|Freeborn_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Freeborn_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Freeborn_Minnesota_UnitedStates.Male_Total_Population.data|Freeborn_Minnesota_UnitedStates.Male_Total_Population.missing|Freeborn_Minnesota_UnitedStates.Female_Total_Population.data|Freeborn_Minnesota_UnitedStates.Female_Total_Population.missing|Freeborn_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Freeborn_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6742.0|0|15158.0|0|15286.0|0|6677.0|0
