|dates|Oldham_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Oldham_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Oldham_Texas_UnitedStates.Male_Total_Population.data|Oldham_Texas_UnitedStates.Male_Total_Population.missing|Oldham_Texas_UnitedStates.Female_Total_Population.data|Oldham_Texas_UnitedStates.Female_Total_Population.missing|Oldham_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Oldham_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|319.0|0|1109.0|0|1022.0|0|526.0|0
