|dates|Minnehaha_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Minnehaha_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Minnehaha_SouthDakota_UnitedStates.Male_Total_Population.data|Minnehaha_SouthDakota_UnitedStates.Male_Total_Population.missing|Minnehaha_SouthDakota_UnitedStates.Female_Total_Population.data|Minnehaha_SouthDakota_UnitedStates.Female_Total_Population.missing|Minnehaha_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Minnehaha_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|25229.0|0|97356.0|0|95520.0|0|49051.0|0
