|dates|Gaston_NorthCarolina_UnitedStates.BLS_EmployedPopulation.data|Gaston_NorthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Gaston_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Gaston_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Gaston_NorthCarolina_UnitedStates.BLS_UnemploymentRate.data|Gaston_NorthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Gaston_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Gaston_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|107670.0|0|4468.5|0|3.9848045051431935|0|112138.5|0
0|2020-01-02|107670.0|0|4468.5|0|3.9848045051431935|0|112138.5|0
0|2020-01-03|107670.0|0|4468.5|0|3.9848045051431935|0|112138.5|0
0|2020-01-04|107670.0|0|4468.5|0|3.9848045051431935|0|112138.5|0
0|2020-01-05|107670.0|0|4468.5|0|3.9848045051431935|0|112138.5|0
0|2020-01-06|107670.0|0|4468.5|0|3.9848045051431935|0|112138.5|0
0|2020-01-07|107670.0|0|4468.5|0|3.9848045051431935|0|112138.5|0
0|2020-01-08|107670.0|0|4468.5|0|3.9848045051431935|0|112138.5|0
0|2020-01-09|107670.0|0|4468.5|0|3.9848045051431935|0|112138.5|0
0|2020-01-10|107670.0|0|4468.5|0|3.9848045051431935|0|112138.5|0
0|2020-01-11|107670.0|0|4468.5|0|3.9848045051431935|0|112138.5|0
0|2020-01-12|107670.0|0|4468.5|0|3.9848045051431935|0|112138.5|0
0|2020-01-13|107670.0|0|4468.5|0|3.9848045051431935|0|112138.5|0
0|2020-01-14|107670.0|0|4468.5|0|3.9848045051431935|0|112138.5|0
0|2020-01-15|107670.0|0|4468.5|0|3.9848045051431935|0|112138.5|0
0|2020-01-16|107670.0|0|4468.5|0|3.9848045051431935|0|112138.5|0
0|2020-01-17|107670.0|0|4468.5|0|3.9848045051431935|0|112138.5|0
0|2020-01-18|107670.0|0|4468.5|0|3.9848045051431935|0|112138.5|0
0|2020-01-19|107670.0|0|4468.5|0|3.9848045051431935|0|112138.5|0
0|2020-01-20|107670.0|0|4468.5|0|3.9848045051431935|0|112138.5|0
0|2020-01-21|107670.0|0|4468.5|0|3.9848045051431935|0|112138.5|0
0|2020-01-22|107670.0|0|4468.5|0|3.9848045051431935|0|112138.5|0
0|2020-01-23|107670.0|0|4468.5|0|3.9848045051431935|0|112138.5|0
0|2020-01-24|107670.0|0|4468.5|0|3.9848045051431935|0|112138.5|0
0|2020-01-25|107670.0|0|4468.5|0|3.9848045051431935|0|112138.5|0
0|2020-01-26|107670.0|0|4468.5|0|3.9848045051431935|0|112138.5|0
0|2020-01-27|107670.0|0|4468.5|0|3.9848045051431935|0|112138.5|0
0|2020-01-28|107670.0|0|4468.5|0|3.9848045051431935|0|112138.5|0
0|2020-01-29|107670.0|0|4468.5|0|3.9848045051431935|0|112138.5|0
0|2020-01-30|107670.0|0|4468.5|0|3.9848045051431935|0|112138.5|0
0|2020-01-31|107670.0|0|4468.5|0|3.9848045051431935|0|112138.5|0
0|2020-02-01|108689.0|0|4146.5|0|3.6748186519313513|0|112835.5|0
0|2020-02-02|108689.0|0|4146.5|0|3.6748186519313513|0|112835.5|0
0|2020-02-03|108689.0|0|4146.5|0|3.6748186519313513|0|112835.5|0
0|2020-02-04|108689.0|0|4146.5|0|3.6748186519313513|0|112835.5|0
0|2020-02-05|108689.0|0|4146.5|0|3.6748186519313513|0|112835.5|0
0|2020-02-06|108689.0|0|4146.5|0|3.6748186519313513|0|112835.5|0
0|2020-02-07|108689.0|0|4146.5|0|3.6748186519313513|0|112835.5|0
0|2020-02-08|108689.0|0|4146.5|0|3.6748186519313513|0|112835.5|0
0|2020-02-09|108689.0|0|4146.5|0|3.6748186519313513|0|112835.5|0
0|2020-02-10|108689.0|0|4146.5|0|3.6748186519313513|0|112835.5|0
0|2020-02-11|108689.0|0|4146.5|0|3.6748186519313513|0|112835.5|0
0|2020-02-12|108689.0|0|4146.5|0|3.6748186519313513|0|112835.5|0
0|2020-02-13|108689.0|0|4146.5|0|3.6748186519313513|0|112835.5|0
0|2020-02-14|108689.0|0|4146.5|0|3.6748186519313513|0|112835.5|0
0|2020-02-15|108689.0|0|4146.5|0|3.6748186519313513|0|112835.5|0
0|2020-02-16|108689.0|0|4146.5|0|3.6748186519313513|0|112835.5|0
0|2020-02-17|108689.0|0|4146.5|0|3.6748186519313513|0|112835.5|0
0|2020-02-18|108689.0|0|4146.5|0|3.6748186519313513|0|112835.5|0
0|2020-02-19|108689.0|0|4146.5|0|3.6748186519313513|0|112835.5|0
0|2020-02-20|108689.0|0|4146.5|0|3.6748186519313513|0|112835.5|0
0|2020-02-21|108689.0|0|4146.5|0|3.6748186519313513|0|112835.5|0
0|2020-02-22|108689.0|0|4146.5|0|3.6748186519313513|0|112835.5|0
0|2020-02-23|108689.0|0|4146.5|0|3.6748186519313513|0|112835.5|0
0|2020-02-24|108689.0|0|4146.5|0|3.6748186519313513|0|112835.5|0
0|2020-02-25|108689.0|0|4146.5|0|3.6748186519313513|0|112835.5|0
0|2020-02-26|108689.0|0|4146.5|0|3.6748186519313513|0|112835.5|0
