|dates|Randolph_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Randolph_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Randolph_Indiana_UnitedStates.Male_Total_Population.data|Randolph_Indiana_UnitedStates.Male_Total_Population.missing|Randolph_Indiana_UnitedStates.Female_Total_Population.data|Randolph_Indiana_UnitedStates.Female_Total_Population.missing|Randolph_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Randolph_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5045.0|0|12202.0|0|12649.0|0|5658.0|0
