|dates|BoxButte_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|BoxButte_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|BoxButte_Nebraska_UnitedStates.Male_Total_Population.data|BoxButte_Nebraska_UnitedStates.Male_Total_Population.missing|BoxButte_Nebraska_UnitedStates.Female_Total_Population.data|BoxButte_Nebraska_UnitedStates.Female_Total_Population.missing|BoxButte_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|BoxButte_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2042.0|0|5356.0|0|5416.0|0|2704.0|0
