|dates|Scott_Illinois_UnitedStates.BLS_EmployedPopulation.data|Scott_Illinois_UnitedStates.BLS_EmployedPopulation.missing|Scott_Illinois_UnitedStates.BLS_UnemployedPopulation.data|Scott_Illinois_UnitedStates.BLS_UnemployedPopulation.missing|Scott_Illinois_UnitedStates.BLS_UnemploymentRate.data|Scott_Illinois_UnitedStates.BLS_UnemploymentRate.missing|Scott_Illinois_UnitedStates.BLS_LaborForcePopulation.data|Scott_Illinois_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|2301.0|0|132.0|0|5.425400739827373|0|2433.0|0
0|2020-01-02|2301.0|0|132.0|0|5.425400739827373|0|2433.0|0
0|2020-01-03|2301.0|0|132.0|0|5.425400739827373|0|2433.0|0
0|2020-01-04|2301.0|0|132.0|0|5.425400739827373|0|2433.0|0
0|2020-01-05|2301.0|0|132.0|0|5.425400739827373|0|2433.0|0
0|2020-01-06|2301.0|0|132.0|0|5.425400739827373|0|2433.0|0
0|2020-01-07|2301.0|0|132.0|0|5.425400739827373|0|2433.0|0
0|2020-01-08|2301.0|0|132.0|0|5.425400739827373|0|2433.0|0
0|2020-01-09|2301.0|0|132.0|0|5.425400739827373|0|2433.0|0
0|2020-01-10|2301.0|0|132.0|0|5.425400739827373|0|2433.0|0
0|2020-01-11|2301.0|0|132.0|0|5.425400739827373|0|2433.0|0
0|2020-01-12|2301.0|0|132.0|0|5.425400739827373|0|2433.0|0
0|2020-01-13|2301.0|0|132.0|0|5.425400739827373|0|2433.0|0
0|2020-01-14|2301.0|0|132.0|0|5.425400739827373|0|2433.0|0
0|2020-01-15|2301.0|0|132.0|0|5.425400739827373|0|2433.0|0
0|2020-01-16|2301.0|0|132.0|0|5.425400739827373|0|2433.0|0
0|2020-01-17|2301.0|0|132.0|0|5.425400739827373|0|2433.0|0
0|2020-01-18|2301.0|0|132.0|0|5.425400739827373|0|2433.0|0
0|2020-01-19|2301.0|0|132.0|0|5.425400739827373|0|2433.0|0
0|2020-01-20|2301.0|0|132.0|0|5.425400739827373|0|2433.0|0
0|2020-01-21|2301.0|0|132.0|0|5.425400739827373|0|2433.0|0
0|2020-01-22|2301.0|0|132.0|0|5.425400739827373|0|2433.0|0
0|2020-01-23|2301.0|0|132.0|0|5.425400739827373|0|2433.0|0
0|2020-01-24|2301.0|0|132.0|0|5.425400739827373|0|2433.0|0
0|2020-01-25|2301.0|0|132.0|0|5.425400739827373|0|2433.0|0
0|2020-01-26|2301.0|0|132.0|0|5.425400739827373|0|2433.0|0
0|2020-01-27|2301.0|0|132.0|0|5.425400739827373|0|2433.0|0
0|2020-01-28|2301.0|0|132.0|0|5.425400739827373|0|2433.0|0
0|2020-01-29|2301.0|0|132.0|0|5.425400739827373|0|2433.0|0
0|2020-01-30|2301.0|0|132.0|0|5.425400739827373|0|2433.0|0
0|2020-01-31|2301.0|0|132.0|0|5.425400739827373|0|2433.0|0
0|2020-02-01|2306.0|0|115.5|0|4.769770803221144|0|2421.5|0
0|2020-02-02|2306.0|0|115.5|0|4.769770803221144|0|2421.5|0
0|2020-02-03|2306.0|0|115.5|0|4.769770803221144|0|2421.5|0
0|2020-02-04|2306.0|0|115.5|0|4.769770803221144|0|2421.5|0
0|2020-02-05|2306.0|0|115.5|0|4.769770803221144|0|2421.5|0
0|2020-02-06|2306.0|0|115.5|0|4.769770803221144|0|2421.5|0
0|2020-02-07|2306.0|0|115.5|0|4.769770803221144|0|2421.5|0
0|2020-02-08|2306.0|0|115.5|0|4.769770803221144|0|2421.5|0
0|2020-02-09|2306.0|0|115.5|0|4.769770803221144|0|2421.5|0
0|2020-02-10|2306.0|0|115.5|0|4.769770803221144|0|2421.5|0
0|2020-02-11|2306.0|0|115.5|0|4.769770803221144|0|2421.5|0
0|2020-02-12|2306.0|0|115.5|0|4.769770803221144|0|2421.5|0
0|2020-02-13|2306.0|0|115.5|0|4.769770803221144|0|2421.5|0
0|2020-02-14|2306.0|0|115.5|0|4.769770803221144|0|2421.5|0
0|2020-02-15|2306.0|0|115.5|0|4.769770803221144|0|2421.5|0
0|2020-02-16|2306.0|0|115.5|0|4.769770803221144|0|2421.5|0
0|2020-02-17|2306.0|0|115.5|0|4.769770803221144|0|2421.5|0
0|2020-02-18|2306.0|0|115.5|0|4.769770803221144|0|2421.5|0
0|2020-02-19|2306.0|0|115.5|0|4.769770803221144|0|2421.5|0
0|2020-02-20|2306.0|0|115.5|0|4.769770803221144|0|2421.5|0
0|2020-02-21|2306.0|0|115.5|0|4.769770803221144|0|2421.5|0
0|2020-02-22|2306.0|0|115.5|0|4.769770803221144|0|2421.5|0
0|2020-02-23|2306.0|0|115.5|0|4.769770803221144|0|2421.5|0
0|2020-02-24|2306.0|0|115.5|0|4.769770803221144|0|2421.5|0
0|2020-02-25|2306.0|0|115.5|0|4.769770803221144|0|2421.5|0
0|2020-02-26|2306.0|0|115.5|0|4.769770803221144|0|2421.5|0
0|2020-02-27|2306.0|0|115.5|0|4.769770803221144|0|2421.5|0
0|2020-02-28|2306.0|0|115.5|0|4.769770803221144|0|2421.5|0
0|2020-02-29|2306.0|0|115.5|0|4.769770803221144|0|2421.5|0
0|2020-03-01|2264.5|0|105.0|0|4.431314623338257|0|2369.5|0
0|2020-03-02|2264.5|0|105.0|0|4.431314623338257|0|2369.5|0
0|2020-03-03|2264.5|0|105.0|0|4.431314623338257|0|2369.5|0
0|2020-03-04|2264.5|0|105.0|0|4.431314623338257|0|2369.5|0
0|2020-03-05|2264.5|0|105.0|0|4.431314623338257|0|2369.5|0
0|2020-03-06|2264.5|0|105.0|0|4.431314623338257|0|2369.5|0
0|2020-03-07|2264.5|0|105.0|0|4.431314623338257|0|2369.5|0
0|2020-03-08|2264.5|0|105.0|0|4.431314623338257|0|2369.5|0
0|2020-03-09|2264.5|0|105.0|0|4.431314623338257|0|2369.5|0
0|2020-03-10|2264.5|0|105.0|0|4.431314623338257|0|2369.5|0
0|2020-03-11|2264.5|0|105.0|0|4.431314623338257|0|2369.5|0
0|2020-03-12|2264.5|0|105.0|0|4.431314623338257|0|2369.5|0
0|2020-03-13|2264.5|0|105.0|0|4.431314623338257|0|2369.5|0
0|2020-03-14|2264.5|0|105.0|0|4.431314623338257|0|2369.5|0
0|2020-03-15|2264.5|0|105.0|0|4.431314623338257|0|2369.5|0
0|2020-03-16|2264.5|0|105.0|0|4.431314623338257|0|2369.5|0
0|2020-03-17|2264.5|0|105.0|0|4.431314623338257|0|2369.5|0
0|2020-03-18|2264.5|0|105.0|0|4.431314623338257|0|2369.5|0
0|2020-03-19|2264.5|0|105.0|0|4.431314623338257|0|2369.5|0
0|2020-03-20|2264.5|0|105.0|0|4.431314623338257|0|2369.5|0
0|2020-03-21|2264.5|0|105.0|0|4.431314623338257|0|2369.5|0
0|2020-03-22|2264.5|0|105.0|0|4.431314623338257|0|2369.5|0
