|dates|Hocking_Ohio_UnitedStates.BLS_EmployedPopulation.data|Hocking_Ohio_UnitedStates.BLS_EmployedPopulation.missing|Hocking_Ohio_UnitedStates.BLS_UnemployedPopulation.data|Hocking_Ohio_UnitedStates.BLS_UnemployedPopulation.missing|Hocking_Ohio_UnitedStates.BLS_UnemploymentRate.data|Hocking_Ohio_UnitedStates.BLS_UnemploymentRate.missing|Hocking_Ohio_UnitedStates.BLS_LaborForcePopulation.data|Hocking_Ohio_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|12423.5|0|842.5|0|6.350821649329112|0|13266.0|0
0|2020-01-02|12423.5|0|842.5|0|6.350821649329112|0|13266.0|0
0|2020-01-03|12423.5|0|842.5|0|6.350821649329112|0|13266.0|0
0|2020-01-04|12423.5|0|842.5|0|6.350821649329112|0|13266.0|0
0|2020-01-05|12423.5|0|842.5|0|6.350821649329112|0|13266.0|0
0|2020-01-06|12423.5|0|842.5|0|6.350821649329112|0|13266.0|0
0|2020-01-07|12423.5|0|842.5|0|6.350821649329112|0|13266.0|0
0|2020-01-08|12423.5|0|842.5|0|6.350821649329112|0|13266.0|0
0|2020-01-09|12423.5|0|842.5|0|6.350821649329112|0|13266.0|0
0|2020-01-10|12423.5|0|842.5|0|6.350821649329112|0|13266.0|0
0|2020-01-11|12423.5|0|842.5|0|6.350821649329112|0|13266.0|0
0|2020-01-12|12423.5|0|842.5|0|6.350821649329112|0|13266.0|0
0|2020-01-13|12423.5|0|842.5|0|6.350821649329112|0|13266.0|0
0|2020-01-14|12423.5|0|842.5|0|6.350821649329112|0|13266.0|0
0|2020-01-15|12423.5|0|842.5|0|6.350821649329112|0|13266.0|0
0|2020-01-16|12423.5|0|842.5|0|6.350821649329112|0|13266.0|0
0|2020-01-17|12423.5|0|842.5|0|6.350821649329112|0|13266.0|0
0|2020-01-18|12423.5|0|842.5|0|6.350821649329112|0|13266.0|0
0|2020-01-19|12423.5|0|842.5|0|6.350821649329112|0|13266.0|0
0|2020-01-20|12423.5|0|842.5|0|6.350821649329112|0|13266.0|0
0|2020-01-21|12423.5|0|842.5|0|6.350821649329112|0|13266.0|0
0|2020-01-22|12423.5|0|842.5|0|6.350821649329112|0|13266.0|0
0|2020-01-23|12423.5|0|842.5|0|6.350821649329112|0|13266.0|0
0|2020-01-24|12423.5|0|842.5|0|6.350821649329112|0|13266.0|0
0|2020-01-25|12423.5|0|842.5|0|6.350821649329112|0|13266.0|0
0|2020-01-26|12423.5|0|842.5|0|6.350821649329112|0|13266.0|0
0|2020-01-27|12423.5|0|842.5|0|6.350821649329112|0|13266.0|0
0|2020-01-28|12423.5|0|842.5|0|6.350821649329112|0|13266.0|0
0|2020-01-29|12423.5|0|842.5|0|6.350821649329112|0|13266.0|0
0|2020-01-30|12423.5|0|842.5|0|6.350821649329112|0|13266.0|0
0|2020-01-31|12423.5|0|842.5|0|6.350821649329112|0|13266.0|0
