|dates|SilverBow_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|SilverBow_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|SilverBow_Montana_UnitedStates.Male_Total_Population.data|SilverBow_Montana_UnitedStates.Male_Total_Population.missing|SilverBow_Montana_UnitedStates.Female_Total_Population.data|SilverBow_Montana_UnitedStates.Female_Total_Population.missing|SilverBow_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|SilverBow_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6667.0|0|17567.0|0|17426.0|0|7087.0|0
