|dates|OutofNM_NewMexico_UnitedStates.AveragePrecipitationTotal.data|OutofNM_NewMexico_UnitedStates.AveragePrecipitationTotal.missing|OutofNM_NewMexico_UnitedStates.AveragePrecipitation.data|OutofNM_NewMexico_UnitedStates.AveragePrecipitation.missing|OutofNM_NewMexico_UnitedStates.AverageWindDirection.data|OutofNM_NewMexico_UnitedStates.AverageWindDirection.missing|OutofNM_NewMexico_UnitedStates.AverageWindSpeed.data|OutofNM_NewMexico_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|100|0.0|100|194.0|0|13.0|0
