|dates|Waldo_Maine_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Waldo_Maine_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Waldo_Maine_UnitedStates.Male_Total_Population.data|Waldo_Maine_UnitedStates.Male_Total_Population.missing|Waldo_Maine_UnitedStates.Female_Total_Population.data|Waldo_Maine_UnitedStates.Female_Total_Population.missing|Waldo_Maine_UnitedStates.MaleAndFemale_Under18_Population.data|Waldo_Maine_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8925.0|0|19517.0|0|20177.0|0|7295.0|0
