|dates|Marion_Missouri_UnitedStates.BLS_EmployedPopulation.data|Marion_Missouri_UnitedStates.BLS_EmployedPopulation.missing|Marion_Missouri_UnitedStates.BLS_UnemployedPopulation.data|Marion_Missouri_UnitedStates.BLS_UnemployedPopulation.missing|Marion_Missouri_UnitedStates.BLS_UnemploymentRate.data|Marion_Missouri_UnitedStates.BLS_UnemploymentRate.missing|Marion_Missouri_UnitedStates.BLS_LaborForcePopulation.data|Marion_Missouri_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|13849.0|0|533.0|0|3.706021415658462|0|14382.0|0
0|2020-01-02|13849.0|0|533.0|0|3.706021415658462|0|14382.0|0
0|2020-01-03|13849.0|0|533.0|0|3.706021415658462|0|14382.0|0
0|2020-01-04|13849.0|0|533.0|0|3.706021415658462|0|14382.0|0
0|2020-01-05|13849.0|0|533.0|0|3.706021415658462|0|14382.0|0
0|2020-01-06|13849.0|0|533.0|0|3.706021415658462|0|14382.0|0
0|2020-01-07|13849.0|0|533.0|0|3.706021415658462|0|14382.0|0
0|2020-01-08|13849.0|0|533.0|0|3.706021415658462|0|14382.0|0
0|2020-01-09|13849.0|0|533.0|0|3.706021415658462|0|14382.0|0
0|2020-01-10|13849.0|0|533.0|0|3.706021415658462|0|14382.0|0
0|2020-01-11|13849.0|0|533.0|0|3.706021415658462|0|14382.0|0
0|2020-01-12|13849.0|0|533.0|0|3.706021415658462|0|14382.0|0
0|2020-01-13|13849.0|0|533.0|0|3.706021415658462|0|14382.0|0
0|2020-01-14|13849.0|0|533.0|0|3.706021415658462|0|14382.0|0
0|2020-01-15|13849.0|0|533.0|0|3.706021415658462|0|14382.0|0
0|2020-01-16|13849.0|0|533.0|0|3.706021415658462|0|14382.0|0
0|2020-01-17|13849.0|0|533.0|0|3.706021415658462|0|14382.0|0
0|2020-01-18|13849.0|0|533.0|0|3.706021415658462|0|14382.0|0
0|2020-01-19|13849.0|0|533.0|0|3.706021415658462|0|14382.0|0
0|2020-01-20|13849.0|0|533.0|0|3.706021415658462|0|14382.0|0
0|2020-01-21|13849.0|0|533.0|0|3.706021415658462|0|14382.0|0
0|2020-01-22|13849.0|0|533.0|0|3.706021415658462|0|14382.0|0
0|2020-01-23|13849.0|0|533.0|0|3.706021415658462|0|14382.0|0
0|2020-01-24|13849.0|0|533.0|0|3.706021415658462|0|14382.0|0
0|2020-01-25|13849.0|0|533.0|0|3.706021415658462|0|14382.0|0
0|2020-01-26|13849.0|0|533.0|0|3.706021415658462|0|14382.0|0
0|2020-01-27|13849.0|0|533.0|0|3.706021415658462|0|14382.0|0
0|2020-01-28|13849.0|0|533.0|0|3.706021415658462|0|14382.0|0
0|2020-01-29|13849.0|0|533.0|0|3.706021415658462|0|14382.0|0
0|2020-01-30|13849.0|0|533.0|0|3.706021415658462|0|14382.0|0
0|2020-01-31|13849.0|0|533.0|0|3.706021415658462|0|14382.0|0
0|2020-02-01|13854.0|0|501.0|0|3.490073145245559|0|14355.0|0
0|2020-02-02|13854.0|0|501.0|0|3.490073145245559|0|14355.0|0
0|2020-02-03|13854.0|0|501.0|0|3.490073145245559|0|14355.0|0
0|2020-02-04|13854.0|0|501.0|0|3.490073145245559|0|14355.0|0
0|2020-02-05|13854.0|0|501.0|0|3.490073145245559|0|14355.0|0
0|2020-02-06|13854.0|0|501.0|0|3.490073145245559|0|14355.0|0
0|2020-02-07|13854.0|0|501.0|0|3.490073145245559|0|14355.0|0
0|2020-02-08|13854.0|0|501.0|0|3.490073145245559|0|14355.0|0
0|2020-02-09|13854.0|0|501.0|0|3.490073145245559|0|14355.0|0
0|2020-02-10|13854.0|0|501.0|0|3.490073145245559|0|14355.0|0
0|2020-02-11|13854.0|0|501.0|0|3.490073145245559|0|14355.0|0
0|2020-02-12|13854.0|0|501.0|0|3.490073145245559|0|14355.0|0
0|2020-02-13|13854.0|0|501.0|0|3.490073145245559|0|14355.0|0
0|2020-02-14|13854.0|0|501.0|0|3.490073145245559|0|14355.0|0
0|2020-02-15|13854.0|0|501.0|0|3.490073145245559|0|14355.0|0
0|2020-02-16|13854.0|0|501.0|0|3.490073145245559|0|14355.0|0
0|2020-02-17|13854.0|0|501.0|0|3.490073145245559|0|14355.0|0
0|2020-02-18|13854.0|0|501.0|0|3.490073145245559|0|14355.0|0
0|2020-02-19|13854.0|0|501.0|0|3.490073145245559|0|14355.0|0
0|2020-02-20|13854.0|0|501.0|0|3.490073145245559|0|14355.0|0
0|2020-02-21|13854.0|0|501.0|0|3.490073145245559|0|14355.0|0
0|2020-02-22|13854.0|0|501.0|0|3.490073145245559|0|14355.0|0
0|2020-02-23|13854.0|0|501.0|0|3.490073145245559|0|14355.0|0
0|2020-02-24|13854.0|0|501.0|0|3.490073145245559|0|14355.0|0
0|2020-02-25|13854.0|0|501.0|0|3.490073145245559|0|14355.0|0
