|dates|SanLuisObispo_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|SanLuisObispo_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|SanLuisObispo_California_UnitedStates.Male_Total_Population.data|SanLuisObispo_California_UnitedStates.Male_Total_Population.missing|SanLuisObispo_California_UnitedStates.Female_Total_Population.data|SanLuisObispo_California_UnitedStates.Female_Total_Population.missing|SanLuisObispo_California_UnitedStates.MaleAndFemale_Under18_Population.data|SanLuisObispo_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|57040.0|0|144092.0|0|139918.0|0|50000.0|0
