|dates|Sheridan_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sheridan_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sheridan_Kansas_UnitedStates.Male_Total_Population.data|Sheridan_Kansas_UnitedStates.Male_Total_Population.missing|Sheridan_Kansas_UnitedStates.Female_Total_Population.data|Sheridan_Kansas_UnitedStates.Female_Total_Population.missing|Sheridan_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Sheridan_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|584.0|0|1274.0|0|1259.0|0|637.0|0
