|dates|Taylor_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Taylor_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Taylor_Kentucky_UnitedStates.Male_Total_Population.data|Taylor_Kentucky_UnitedStates.Male_Total_Population.missing|Taylor_Kentucky_UnitedStates.Female_Total_Population.data|Taylor_Kentucky_UnitedStates.Female_Total_Population.missing|Taylor_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Taylor_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4599.0|0|12483.0|0|13066.0|0|5665.0|0
