|dates|Reagan_Texas_UnitedStates.BLS_EmployedPopulation.data|Reagan_Texas_UnitedStates.BLS_EmployedPopulation.missing|Reagan_Texas_UnitedStates.BLS_UnemployedPopulation.data|Reagan_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Reagan_Texas_UnitedStates.BLS_UnemploymentRate.data|Reagan_Texas_UnitedStates.BLS_UnemploymentRate.missing|Reagan_Texas_UnitedStates.BLS_LaborForcePopulation.data|Reagan_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|1548.0|0|137.0|0|8.130563798219585|0|1685.0|0
