|dates|Knox_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Knox_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Knox_Kentucky_UnitedStates.Male_Total_Population.data|Knox_Kentucky_UnitedStates.Male_Total_Population.missing|Knox_Kentucky_UnitedStates.Female_Total_Population.data|Knox_Kentucky_UnitedStates.Female_Total_Population.missing|Knox_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Knox_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5406.0|0|15336.0|0|15968.0|0|7316.0|0
