|dates|Juab_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Juab_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Juab_Utah_UnitedStates.Male_Total_Population.data|Juab_Utah_UnitedStates.Male_Total_Population.missing|Juab_Utah_UnitedStates.Female_Total_Population.data|Juab_Utah_UnitedStates.Female_Total_Population.missing|Juab_Utah_UnitedStates.MaleAndFemale_Under18_Population.data|Juab_Utah_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1397.0|0|5929.0|0|5626.0|0|3973.0|0
