|dates|Barton_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Barton_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Barton_Kansas_UnitedStates.Male_Total_Population.data|Barton_Kansas_UnitedStates.Male_Total_Population.missing|Barton_Kansas_UnitedStates.Female_Total_Population.data|Barton_Kansas_UnitedStates.Female_Total_Population.missing|Barton_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Barton_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5018.0|0|12899.0|0|13212.0|0|6207.0|0
