|dates|Anderson_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Anderson_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Anderson_SouthCarolina_UnitedStates.Male_Total_Population.data|Anderson_SouthCarolina_UnitedStates.Male_Total_Population.missing|Anderson_SouthCarolina_UnitedStates.Female_Total_Population.data|Anderson_SouthCarolina_UnitedStates.Female_Total_Population.missing|Anderson_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Anderson_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|36185.0|0|96527.0|0|103955.0|0|45852.0|0
