|dates|Northampton_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Northampton_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Northampton_NorthCarolina_UnitedStates.Male_Total_Population.data|Northampton_NorthCarolina_UnitedStates.Male_Total_Population.missing|Northampton_NorthCarolina_UnitedStates.Female_Total_Population.data|Northampton_NorthCarolina_UnitedStates.Female_Total_Population.missing|Northampton_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Northampton_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5090.0|0|9597.0|0|10079.0|0|3418.0|0
