|dates|Park_Colorado_UnitedStates.AveragePrecipitationTotal.data|Park_Colorado_UnitedStates.AveragePrecipitationTotal.missing|Park_Colorado_UnitedStates.AveragePrecipitation.data|Park_Colorado_UnitedStates.AveragePrecipitation.missing|Park_Colorado_UnitedStates.AverageWindDirection.data|Park_Colorado_UnitedStates.AverageWindDirection.missing|Park_Colorado_UnitedStates.AverageWindSpeed.data|Park_Colorado_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|273.5416666666667|0|11.572916666666666|0
0|2020-01-02|0.0|0|0.0|0|222.34375|0|7.895833333333333|0
0|2020-01-03|0.0|0|0.0|0|304.1145833333333|0|9.104166666666666|0
0|2020-01-04|0.0|0|0.0|0|267.0833333333333|0|13.28125|0
0|2020-01-05|0.0|0|0.0|0|243.95833333333334|0|12.140625|0
0|2020-01-06|0.0|0|0.0|0|273.1770833333333|0|13.526041666666666|0
0|2020-01-07|0.0|0|0.0|0|217.08333333333334|0|9.114583333333334|0
0|2020-01-08|0.0|0|0.0|0|229.16666666666666|0|15.65625|0
0|2020-01-09|0.0|0|0.0|0|236.14583333333334|0|10.833333333333334|0
0|2020-01-10|0.0|0|0.0|0|229.11458333333334|0|7.307291666666667|0
0|2020-01-11|0.0|0|0.0|0|261.4583333333333|0|11.151041666666666|0
0|2020-01-12|0.0|0|0.0|0|256.4583333333333|0|12.1875|0
0|2020-01-13|0.0|0|0.0|0|228.38541666666666|0|14.234375|0
0|2020-01-14|0.0|0|0.0|0|216.35416666666666|0|16.46875|0
0|2020-01-15|0.0|0|0.0|0|201.04166666666666|0|10.380208333333334|0
0|2020-01-16|0.0|0|0.0|0|222.91666666666666|0|14.34375|0
0|2020-01-17|0.0|0|0.0|0|259.7916666666667|0|16.229166666666668|0
0|2020-01-18|0.0|0|0.0|0|291.1979166666667|0|10.984375|0
0|2020-01-19|0.0|0|0.0|0|300.0|0|6.0|0
0|2020-01-20|0.0|0|0.0|0|275.2083333333333|0|7.895833333333333|0
0|2020-01-21|0.0|0|0.0|0|242.23958333333334|0|9.541666666666666|0
0|2020-01-22|0.0|0|0.0|0|273.59375|0|7.192708333333333|0
0|2020-01-23|0.0|0|0.0|0|317.7604166666667|0|10.833333333333334|0
0|2020-01-24|0.0|0|0.0|0|309.7916666666667|0|8.625|0
0|2020-01-25|0.0|0|0.0|0|304.4791666666667|0|9.005208333333334|0
0|2020-01-26|0.0|0|0.0|0|265.78125|0|6.807291666666667|0
0|2020-01-27|0.0|0|0.0|0|209.89583333333334|0|7.578125|0
0|2020-01-28|0.0|0|0.0|0|280.9375|0|8.755208333333334|0
0|2020-01-29|0.0|0|0.0|0|134.58333333333334|0|3.765625|0
0|2020-01-30|0.0|0|0.0|0|269.0104166666667|0|11.708333333333334|0
0|2020-01-31|0.0|0|0.0|0|324.7395833333333|0|13.015625|0
0|2020-02-01|0.0|0|0.0|0|302.3958333333333|0|9.838541666666666|0
0|2020-02-02|0.0|0|0.0|0|223.69791666666666|0|14.59375|0
0|2020-02-03|0.0|0|0.0|0|180.67708333333334|0|11.25|0
0|2020-02-04|0.0|0|0.0|0|26.458333333333332|0|0.9739583333333334|0
0|2020-02-05|0.0|0|0.0|0|177.86458333333334|0|6.567708333333333|0
0|2020-02-06|0.0|0|0.0|0|313.59375|0|15.765625|0
0|2020-02-07|0.0|0|0.0|0|281.0416666666667|0|6.666666666666667|0
0|2020-02-08|0.0|0|0.0|0|239.63541666666666|0|14.255208333333334|0
0|2020-02-09|0.0|0|0.0|0|157.44791666666666|0|7.380208333333333|0
0|2020-02-10|0.0|0|0.0|0|140.0|0|7.0|0
0|2020-02-11|0.0|0|0.0|0|194.53125|0|8.088541666666666|0
0|2020-02-12|0.0|0|0.0|0|262.96875|0|8.505208333333334|0
0|2020-02-13|0.0|0|0.0|0|276.25|0|9.145833333333334|0
0|2020-02-14|0.0|0|0.0|0|260.4166666666667|0|15.604166666666666|0
0|2020-02-15|0.0|0|0.0|0|263.1770833333333|0|13.432291666666666|0
0|2020-02-16|0.0|0|0.0|0|255.05208333333334|0|14.848958333333334|0
0|2020-02-17|0.0|0|0.0|0|227.1875|0|8.947916666666666|0
0|2020-02-18|0.0|0|0.0|0|212.03125|0|7.041666666666667|0
0|2020-02-19|0.0|0|0.0|0|197.55208333333334|0|11.729166666666666|0
0|2020-02-20|0.0|0|0.0|0|137.03125|0|7.0625|0
0|2020-02-21|0.0|0|0.0|0|251.09375|0|10.958333333333334|0
0|2020-02-22|0.0|0|0.0|0|239.27083333333334|0|8.770833333333334|0
0|2020-02-23|0.0|0|0.0|0|115.9375|0|7.171875|0
0|2020-02-24|0.0|0|0.0|0|286.3020833333333|0|12.166666666666666|0
0|2020-02-25|0.0|0|0.0|0|158.02083333333334|0|9.322916666666666|0
0|2020-02-26|0.0|0|0.0|0|309.6354166666667|0|10.140625|0
0|2020-02-27|0.0|0|0.0|0|312.5|0|12.869791666666666|0
