|dates|Albany_NewYork_UnitedStates.JHU_ConfirmedCases.data|Albany_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Albany_NewYork_UnitedStates.NYT_ConfirmedCases.data|Albany_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Albany_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Albany_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Albany_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Albany_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|26861.0|0|0.0|100|363.0|0|0.0|100
