|dates|Buchanan_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Buchanan_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Buchanan_Virginia_UnitedStates.Male_Total_Population.data|Buchanan_Virginia_UnitedStates.Male_Total_Population.missing|Buchanan_Virginia_UnitedStates.Female_Total_Population.data|Buchanan_Virginia_UnitedStates.Female_Total_Population.missing|Buchanan_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Buchanan_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4709.0|0|10735.0|0|10486.0|0|3662.0|0
