|dates|Dixie_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Dixie_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Dixie_Florida_UnitedStates.Male_Total_Population.data|Dixie_Florida_UnitedStates.Male_Total_Population.missing|Dixie_Florida_UnitedStates.Female_Total_Population.data|Dixie_Florida_UnitedStates.Female_Total_Population.missing|Dixie_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Dixie_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3949.0|0|9244.0|0|7456.0|0|3035.0|0
