|dates|Dickinson_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Dickinson_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Dickinson_Michigan_UnitedStates.Male_Total_Population.data|Dickinson_Michigan_UnitedStates.Male_Total_Population.missing|Dickinson_Michigan_UnitedStates.Female_Total_Population.data|Dickinson_Michigan_UnitedStates.Female_Total_Population.missing|Dickinson_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Dickinson_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5606.0|0|12723.0|0|12660.0|0|5151.0|0
