|dates|GoldenValley_Montana_UnitedStates.JHU_ConfirmedCases.data|GoldenValley_Montana_UnitedStates.JHU_ConfirmedCases.missing|GoldenValley_Montana_UnitedStates.NYT_ConfirmedCases.data|GoldenValley_Montana_UnitedStates.NYT_ConfirmedCases.missing|GoldenValley_Montana_UnitedStates.JHU_ConfirmedDeaths.data|GoldenValley_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|GoldenValley_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|GoldenValley_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|61.0|0|0.0|100|2.0|0|0.0|100
