|dates|Montgomery_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Montgomery_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Montgomery_Arkansas_UnitedStates.Male_Total_Population.data|Montgomery_Arkansas_UnitedStates.Male_Total_Population.missing|Montgomery_Arkansas_UnitedStates.Female_Total_Population.data|Montgomery_Arkansas_UnitedStates.Female_Total_Population.missing|Montgomery_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Montgomery_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2411.0|0|4414.0|0|4510.0|0|1639.0|0
