|dates|Sequatchie_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sequatchie_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sequatchie_Tennessee_UnitedStates.Male_Total_Population.data|Sequatchie_Tennessee_UnitedStates.Male_Total_Population.missing|Sequatchie_Tennessee_UnitedStates.Female_Total_Population.data|Sequatchie_Tennessee_UnitedStates.Female_Total_Population.missing|Sequatchie_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Sequatchie_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3028.0|0|7363.0|0|7513.0|0|3101.0|0
