|dates|Washington_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Washington_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Washington_Florida_UnitedStates.Male_Total_Population.data|Washington_Florida_UnitedStates.Male_Total_Population.missing|Washington_Florida_UnitedStates.Female_Total_Population.data|Washington_Florida_UnitedStates.Female_Total_Population.missing|Washington_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Washington_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4363.0|0|13350.0|0|11530.0|0|4955.0|0
