|dates|Amite_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Amite_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Amite_Mississippi_UnitedStates.Male_Total_Population.data|Amite_Mississippi_UnitedStates.Male_Total_Population.missing|Amite_Mississippi_UnitedStates.Female_Total_Population.data|Amite_Mississippi_UnitedStates.Female_Total_Population.missing|Amite_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Amite_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2896.0|0|5967.0|0|6359.0|0|2526.0|0
