|dates|Eastland_Texas_UnitedStates.BLS_EmployedPopulation.data|Eastland_Texas_UnitedStates.BLS_EmployedPopulation.missing|Eastland_Texas_UnitedStates.BLS_UnemployedPopulation.data|Eastland_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Eastland_Texas_UnitedStates.BLS_UnemploymentRate.data|Eastland_Texas_UnitedStates.BLS_UnemploymentRate.missing|Eastland_Texas_UnitedStates.BLS_LaborForcePopulation.data|Eastland_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|6465.0|0|432.0|0|6.2635928664636795|0|6897.0|0
