|dates|Washington_Maine_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Washington_Maine_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Washington_Maine_UnitedStates.Male_Total_Population.data|Washington_Maine_UnitedStates.Male_Total_Population.missing|Washington_Maine_UnitedStates.Female_Total_Population.data|Washington_Maine_UnitedStates.Female_Total_Population.missing|Washington_Maine_UnitedStates.MaleAndFemale_Under18_Population.data|Washington_Maine_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7687.0|0|15567.0|0|15923.0|0|5938.0|0
