|dates|Hancock_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hancock_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hancock_Mississippi_UnitedStates.Male_Total_Population.data|Hancock_Mississippi_UnitedStates.Male_Total_Population.missing|Hancock_Mississippi_UnitedStates.Female_Total_Population.data|Hancock_Mississippi_UnitedStates.Female_Total_Population.missing|Hancock_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Hancock_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9383.0|0|23137.0|0|24197.0|0|9716.0|0
