|dates|Henry_Virginia_UnitedStates.BLS_EmployedPopulation.data|Henry_Virginia_UnitedStates.BLS_EmployedPopulation.missing|Henry_Virginia_UnitedStates.BLS_UnemployedPopulation.data|Henry_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|Henry_Virginia_UnitedStates.BLS_UnemploymentRate.data|Henry_Virginia_UnitedStates.BLS_UnemploymentRate.missing|Henry_Virginia_UnitedStates.BLS_LaborForcePopulation.data|Henry_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|22934.0|0|895.0|0|3.7559276511813335|0|23829.0|0
0|2020-01-02|22934.0|0|895.0|0|3.7559276511813335|0|23829.0|0
0|2020-01-03|22934.0|0|895.0|0|3.7559276511813335|0|23829.0|0
0|2020-01-04|22934.0|0|895.0|0|3.7559276511813335|0|23829.0|0
0|2020-01-05|22934.0|0|895.0|0|3.7559276511813335|0|23829.0|0
0|2020-01-06|22934.0|0|895.0|0|3.7559276511813335|0|23829.0|0
0|2020-01-07|22934.0|0|895.0|0|3.7559276511813335|0|23829.0|0
0|2020-01-08|22934.0|0|895.0|0|3.7559276511813335|0|23829.0|0
0|2020-01-09|22934.0|0|895.0|0|3.7559276511813335|0|23829.0|0
0|2020-01-10|22934.0|0|895.0|0|3.7559276511813335|0|23829.0|0
0|2020-01-11|22934.0|0|895.0|0|3.7559276511813335|0|23829.0|0
0|2020-01-12|22934.0|0|895.0|0|3.7559276511813335|0|23829.0|0
0|2020-01-13|22934.0|0|895.0|0|3.7559276511813335|0|23829.0|0
0|2020-01-14|22934.0|0|895.0|0|3.7559276511813335|0|23829.0|0
0|2020-01-15|22934.0|0|895.0|0|3.7559276511813335|0|23829.0|0
0|2020-01-16|22934.0|0|895.0|0|3.7559276511813335|0|23829.0|0
0|2020-01-17|22934.0|0|895.0|0|3.7559276511813335|0|23829.0|0
0|2020-01-18|22934.0|0|895.0|0|3.7559276511813335|0|23829.0|0
0|2020-01-19|22934.0|0|895.0|0|3.7559276511813335|0|23829.0|0
0|2020-01-20|22934.0|0|895.0|0|3.7559276511813335|0|23829.0|0
0|2020-01-21|22934.0|0|895.0|0|3.7559276511813335|0|23829.0|0
0|2020-01-22|22934.0|0|895.0|0|3.7559276511813335|0|23829.0|0
0|2020-01-23|22934.0|0|895.0|0|3.7559276511813335|0|23829.0|0
0|2020-01-24|22934.0|0|895.0|0|3.7559276511813335|0|23829.0|0
0|2020-01-25|22934.0|0|895.0|0|3.7559276511813335|0|23829.0|0
0|2020-01-26|22934.0|0|895.0|0|3.7559276511813335|0|23829.0|0
0|2020-01-27|22934.0|0|895.0|0|3.7559276511813335|0|23829.0|0
0|2020-01-28|22934.0|0|895.0|0|3.7559276511813335|0|23829.0|0
0|2020-01-29|22934.0|0|895.0|0|3.7559276511813335|0|23829.0|0
0|2020-01-30|22934.0|0|895.0|0|3.7559276511813335|0|23829.0|0
0|2020-01-31|22934.0|0|895.0|0|3.7559276511813335|0|23829.0|0
0|2020-02-01|23179.5|0|768.0|0|3.207015346069527|0|23947.5|0
0|2020-02-02|23179.5|0|768.0|0|3.207015346069527|0|23947.5|0
0|2020-02-03|23179.5|0|768.0|0|3.207015346069527|0|23947.5|0
0|2020-02-04|23179.5|0|768.0|0|3.207015346069527|0|23947.5|0
0|2020-02-05|23179.5|0|768.0|0|3.207015346069527|0|23947.5|0
0|2020-02-06|23179.5|0|768.0|0|3.207015346069527|0|23947.5|0
0|2020-02-07|23179.5|0|768.0|0|3.207015346069527|0|23947.5|0
0|2020-02-08|23179.5|0|768.0|0|3.207015346069527|0|23947.5|0
0|2020-02-09|23179.5|0|768.0|0|3.207015346069527|0|23947.5|0
0|2020-02-10|23179.5|0|768.0|0|3.207015346069527|0|23947.5|0
0|2020-02-11|23179.5|0|768.0|0|3.207015346069527|0|23947.5|0
0|2020-02-12|23179.5|0|768.0|0|3.207015346069527|0|23947.5|0
0|2020-02-13|23179.5|0|768.0|0|3.207015346069527|0|23947.5|0
0|2020-02-14|23179.5|0|768.0|0|3.207015346069527|0|23947.5|0
0|2020-02-15|23179.5|0|768.0|0|3.207015346069527|0|23947.5|0
0|2020-02-16|23179.5|0|768.0|0|3.207015346069527|0|23947.5|0
0|2020-02-17|23179.5|0|768.0|0|3.207015346069527|0|23947.5|0
0|2020-02-18|23179.5|0|768.0|0|3.207015346069527|0|23947.5|0
0|2020-02-19|23179.5|0|768.0|0|3.207015346069527|0|23947.5|0
0|2020-02-20|23179.5|0|768.0|0|3.207015346069527|0|23947.5|0
0|2020-02-21|23179.5|0|768.0|0|3.207015346069527|0|23947.5|0
0|2020-02-22|23179.5|0|768.0|0|3.207015346069527|0|23947.5|0
0|2020-02-23|23179.5|0|768.0|0|3.207015346069527|0|23947.5|0
0|2020-02-24|23179.5|0|768.0|0|3.207015346069527|0|23947.5|0
0|2020-02-25|23179.5|0|768.0|0|3.207015346069527|0|23947.5|0
0|2020-02-26|23179.5|0|768.0|0|3.207015346069527|0|23947.5|0
0|2020-02-27|23179.5|0|768.0|0|3.207015346069527|0|23947.5|0
0|2020-02-28|23179.5|0|768.0|0|3.207015346069527|0|23947.5|0
0|2020-02-29|23179.5|0|768.0|0|3.207015346069527|0|23947.5|0
0|2020-03-01|22886.0|0|893.0|0|3.7554144413137642|0|23779.0|0
0|2020-03-02|22886.0|0|893.0|0|3.7554144413137642|0|23779.0|0
0|2020-03-03|22886.0|0|893.0|0|3.7554144413137642|0|23779.0|0
0|2020-03-04|22886.0|0|893.0|0|3.7554144413137642|0|23779.0|0
0|2020-03-05|22886.0|0|893.0|0|3.7554144413137642|0|23779.0|0
0|2020-03-06|22886.0|0|893.0|0|3.7554144413137642|0|23779.0|0
0|2020-03-07|22886.0|0|893.0|0|3.7554144413137642|0|23779.0|0
0|2020-03-08|22886.0|0|893.0|0|3.7554144413137642|0|23779.0|0
0|2020-03-09|22886.0|0|893.0|0|3.7554144413137642|0|23779.0|0
0|2020-03-10|22886.0|0|893.0|0|3.7554144413137642|0|23779.0|0
0|2020-03-11|22886.0|0|893.0|0|3.7554144413137642|0|23779.0|0
0|2020-03-12|22886.0|0|893.0|0|3.7554144413137642|0|23779.0|0
0|2020-03-13|22886.0|0|893.0|0|3.7554144413137642|0|23779.0|0
0|2020-03-14|22886.0|0|893.0|0|3.7554144413137642|0|23779.0|0
0|2020-03-15|22886.0|0|893.0|0|3.7554144413137642|0|23779.0|0
0|2020-03-16|22886.0|0|893.0|0|3.7554144413137642|0|23779.0|0
0|2020-03-17|22886.0|0|893.0|0|3.7554144413137642|0|23779.0|0
0|2020-03-18|22886.0|0|893.0|0|3.7554144413137642|0|23779.0|0
0|2020-03-19|22886.0|0|893.0|0|3.7554144413137642|0|23779.0|0
0|2020-03-20|22886.0|0|893.0|0|3.7554144413137642|0|23779.0|0
