|dates|Republic_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Republic_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Republic_Kansas_UnitedStates.Male_Total_Population.data|Republic_Kansas_UnitedStates.Male_Total_Population.missing|Republic_Kansas_UnitedStates.Female_Total_Population.data|Republic_Kansas_UnitedStates.Female_Total_Population.missing|Republic_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Republic_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1294.0|0|2305.0|0|2359.0|0|968.0|0
