|dates|Butts_Georgia_UnitedStates.BLS_EmployedPopulation.data|Butts_Georgia_UnitedStates.BLS_EmployedPopulation.missing|Butts_Georgia_UnitedStates.BLS_UnemployedPopulation.data|Butts_Georgia_UnitedStates.BLS_UnemployedPopulation.missing|Butts_Georgia_UnitedStates.BLS_UnemploymentRate.data|Butts_Georgia_UnitedStates.BLS_UnemploymentRate.missing|Butts_Georgia_UnitedStates.BLS_LaborForcePopulation.data|Butts_Georgia_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|10637.0|0|374.5|0|3.400989874222404|0|11011.5|0
0|2020-01-02|10637.0|0|374.5|0|3.400989874222404|0|11011.5|0
0|2020-01-03|10637.0|0|374.5|0|3.400989874222404|0|11011.5|0
0|2020-01-04|10637.0|0|374.5|0|3.400989874222404|0|11011.5|0
0|2020-01-05|10637.0|0|374.5|0|3.400989874222404|0|11011.5|0
0|2020-01-06|10637.0|0|374.5|0|3.400989874222404|0|11011.5|0
0|2020-01-07|10637.0|0|374.5|0|3.400989874222404|0|11011.5|0
0|2020-01-08|10637.0|0|374.5|0|3.400989874222404|0|11011.5|0
0|2020-01-09|10637.0|0|374.5|0|3.400989874222404|0|11011.5|0
0|2020-01-10|10637.0|0|374.5|0|3.400989874222404|0|11011.5|0
0|2020-01-11|10637.0|0|374.5|0|3.400989874222404|0|11011.5|0
0|2020-01-12|10637.0|0|374.5|0|3.400989874222404|0|11011.5|0
0|2020-01-13|10637.0|0|374.5|0|3.400989874222404|0|11011.5|0
0|2020-01-14|10637.0|0|374.5|0|3.400989874222404|0|11011.5|0
0|2020-01-15|10637.0|0|374.5|0|3.400989874222404|0|11011.5|0
0|2020-01-16|10637.0|0|374.5|0|3.400989874222404|0|11011.5|0
0|2020-01-17|10637.0|0|374.5|0|3.400989874222404|0|11011.5|0
0|2020-01-18|10637.0|0|374.5|0|3.400989874222404|0|11011.5|0
0|2020-01-19|10637.0|0|374.5|0|3.400989874222404|0|11011.5|0
0|2020-01-20|10637.0|0|374.5|0|3.400989874222404|0|11011.5|0
0|2020-01-21|10637.0|0|374.5|0|3.400989874222404|0|11011.5|0
0|2020-01-22|10637.0|0|374.5|0|3.400989874222404|0|11011.5|0
0|2020-01-23|10637.0|0|374.5|0|3.400989874222404|0|11011.5|0
0|2020-01-24|10637.0|0|374.5|0|3.400989874222404|0|11011.5|0
0|2020-01-25|10637.0|0|374.5|0|3.400989874222404|0|11011.5|0
0|2020-01-26|10637.0|0|374.5|0|3.400989874222404|0|11011.5|0
0|2020-01-27|10637.0|0|374.5|0|3.400989874222404|0|11011.5|0
0|2020-01-28|10637.0|0|374.5|0|3.400989874222404|0|11011.5|0
0|2020-01-29|10637.0|0|374.5|0|3.400989874222404|0|11011.5|0
0|2020-01-30|10637.0|0|374.5|0|3.400989874222404|0|11011.5|0
0|2020-01-31|10637.0|0|374.5|0|3.400989874222404|0|11011.5|0
0|2020-02-01|10691.5|0|378.5|0|3.4191508581752483|0|11070.0|0
0|2020-02-02|10691.5|0|378.5|0|3.4191508581752483|0|11070.0|0
0|2020-02-03|10691.5|0|378.5|0|3.4191508581752483|0|11070.0|0
0|2020-02-04|10691.5|0|378.5|0|3.4191508581752483|0|11070.0|0
0|2020-02-05|10691.5|0|378.5|0|3.4191508581752483|0|11070.0|0
0|2020-02-06|10691.5|0|378.5|0|3.4191508581752483|0|11070.0|0
0|2020-02-07|10691.5|0|378.5|0|3.4191508581752483|0|11070.0|0
0|2020-02-08|10691.5|0|378.5|0|3.4191508581752483|0|11070.0|0
0|2020-02-09|10691.5|0|378.5|0|3.4191508581752483|0|11070.0|0
0|2020-02-10|10691.5|0|378.5|0|3.4191508581752483|0|11070.0|0
0|2020-02-11|10691.5|0|378.5|0|3.4191508581752483|0|11070.0|0
0|2020-02-12|10691.5|0|378.5|0|3.4191508581752483|0|11070.0|0
0|2020-02-13|10691.5|0|378.5|0|3.4191508581752483|0|11070.0|0
0|2020-02-14|10691.5|0|378.5|0|3.4191508581752483|0|11070.0|0
0|2020-02-15|10691.5|0|378.5|0|3.4191508581752483|0|11070.0|0
0|2020-02-16|10691.5|0|378.5|0|3.4191508581752483|0|11070.0|0
0|2020-02-17|10691.5|0|378.5|0|3.4191508581752483|0|11070.0|0
0|2020-02-18|10691.5|0|378.5|0|3.4191508581752483|0|11070.0|0
0|2020-02-19|10691.5|0|378.5|0|3.4191508581752483|0|11070.0|0
0|2020-02-20|10691.5|0|378.5|0|3.4191508581752483|0|11070.0|0
0|2020-02-21|10691.5|0|378.5|0|3.4191508581752483|0|11070.0|0
0|2020-02-22|10691.5|0|378.5|0|3.4191508581752483|0|11070.0|0
0|2020-02-23|10691.5|0|378.5|0|3.4191508581752483|0|11070.0|0
0|2020-02-24|10691.5|0|378.5|0|3.4191508581752483|0|11070.0|0
0|2020-02-25|10691.5|0|378.5|0|3.4191508581752483|0|11070.0|0
0|2020-02-26|10691.5|0|378.5|0|3.4191508581752483|0|11070.0|0
0|2020-02-27|10691.5|0|378.5|0|3.4191508581752483|0|11070.0|0
0|2020-02-28|10691.5|0|378.5|0|3.4191508581752483|0|11070.0|0
0|2020-02-29|10691.5|0|378.5|0|3.4191508581752483|0|11070.0|0
0|2020-03-01|10545.0|0|447.5|0|4.070957471002957|0|10992.5|0
0|2020-03-02|10545.0|0|447.5|0|4.070957471002957|0|10992.5|0
0|2020-03-03|10545.0|0|447.5|0|4.070957471002957|0|10992.5|0
0|2020-03-04|10545.0|0|447.5|0|4.070957471002957|0|10992.5|0
0|2020-03-05|10545.0|0|447.5|0|4.070957471002957|0|10992.5|0
0|2020-03-06|10545.0|0|447.5|0|4.070957471002957|0|10992.5|0
0|2020-03-07|10545.0|0|447.5|0|4.070957471002957|0|10992.5|0
0|2020-03-08|10545.0|0|447.5|0|4.070957471002957|0|10992.5|0
0|2020-03-09|10545.0|0|447.5|0|4.070957471002957|0|10992.5|0
0|2020-03-10|10545.0|0|447.5|0|4.070957471002957|0|10992.5|0
0|2020-03-11|10545.0|0|447.5|0|4.070957471002957|0|10992.5|0
0|2020-03-12|10545.0|0|447.5|0|4.070957471002957|0|10992.5|0
0|2020-03-13|10545.0|0|447.5|0|4.070957471002957|0|10992.5|0
0|2020-03-14|10545.0|0|447.5|0|4.070957471002957|0|10992.5|0
0|2020-03-15|10545.0|0|447.5|0|4.070957471002957|0|10992.5|0
0|2020-03-16|10545.0|0|447.5|0|4.070957471002957|0|10992.5|0
0|2020-03-17|10545.0|0|447.5|0|4.070957471002957|0|10992.5|0
0|2020-03-18|10545.0|0|447.5|0|4.070957471002957|0|10992.5|0
0|2020-03-19|10545.0|0|447.5|0|4.070957471002957|0|10992.5|0
0|2020-03-20|10545.0|0|447.5|0|4.070957471002957|0|10992.5|0
0|2020-03-21|10545.0|0|447.5|0|4.070957471002957|0|10992.5|0
0|2020-03-22|10545.0|0|447.5|0|4.070957471002957|0|10992.5|0
0|2020-03-23|10545.0|0|447.5|0|4.070957471002957|0|10992.5|0
0|2020-03-24|10545.0|0|447.5|0|4.070957471002957|0|10992.5|0
0|2020-03-25|10545.0|0|447.5|0|4.070957471002957|0|10992.5|0
0|2020-03-26|10545.0|0|447.5|0|4.070957471002957|0|10992.5|0
0|2020-03-27|10545.0|0|447.5|0|4.070957471002957|0|10992.5|0
0|2020-03-28|10545.0|0|447.5|0|4.070957471002957|0|10992.5|0
0|2020-03-29|10545.0|0|447.5|0|4.070957471002957|0|10992.5|0
0|2020-03-30|10545.0|0|447.5|0|4.070957471002957|0|10992.5|0
0|2020-03-31|10545.0|0|447.5|0|4.070957471002957|0|10992.5|0
