|dates|Lake_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lake_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lake_SouthDakota_UnitedStates.Male_Total_Population.data|Lake_SouthDakota_UnitedStates.Male_Total_Population.missing|Lake_SouthDakota_UnitedStates.Female_Total_Population.data|Lake_SouthDakota_UnitedStates.Female_Total_Population.missing|Lake_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Lake_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2871.0|0|6810.0|0|6247.0|0|2627.0|0
