|dates|Delaware_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Delaware_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Delaware_Indiana_UnitedStates.Male_Total_Population.data|Delaware_Indiana_UnitedStates.Male_Total_Population.missing|Delaware_Indiana_UnitedStates.Female_Total_Population.data|Delaware_Indiana_UnitedStates.Female_Total_Population.missing|Delaware_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Delaware_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|19672.0|0|55383.0|0|59389.0|0|21074.0|0
