|dates|RedWillow_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|RedWillow_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|RedWillow_Nebraska_UnitedStates.Male_Total_Population.data|RedWillow_Nebraska_UnitedStates.Male_Total_Population.missing|RedWillow_Nebraska_UnitedStates.Female_Total_Population.data|RedWillow_Nebraska_UnitedStates.Female_Total_Population.missing|RedWillow_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|RedWillow_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2231.0|0|5337.0|0|5389.0|0|2348.0|0
