|dates|Lake_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lake_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lake_Minnesota_UnitedStates.Male_Total_Population.data|Lake_Minnesota_UnitedStates.Male_Total_Population.missing|Lake_Minnesota_UnitedStates.Female_Total_Population.data|Lake_Minnesota_UnitedStates.Female_Total_Population.missing|Lake_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Lake_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2775.0|0|5488.0|0|5170.0|0|2005.0|0
