|dates|Keith_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Keith_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Keith_Nebraska_UnitedStates.Male_Total_Population.data|Keith_Nebraska_UnitedStates.Male_Total_Population.missing|Keith_Nebraska_UnitedStates.Female_Total_Population.data|Keith_Nebraska_UnitedStates.Female_Total_Population.missing|Keith_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Keith_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2142.0|0|4046.0|0|3975.0|0|1585.0|0
