|dates|Grant_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Grant_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Grant_SouthDakota_UnitedStates.Male_Total_Population.data|Grant_SouthDakota_UnitedStates.Male_Total_Population.missing|Grant_SouthDakota_UnitedStates.Female_Total_Population.data|Grant_SouthDakota_UnitedStates.Female_Total_Population.missing|Grant_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Grant_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1489.0|0|3756.0|0|3391.0|0|1609.0|0
