|dates|Manatee_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Manatee_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Manatee_Florida_UnitedStates.Male_Total_Population.data|Manatee_Florida_UnitedStates.Male_Total_Population.missing|Manatee_Florida_UnitedStates.Female_Total_Population.data|Manatee_Florida_UnitedStates.Female_Total_Population.missing|Manatee_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Manatee_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|108173.0|0|190647.0|0|204208.0|0|72121.0|0
