|dates|Lake_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lake_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lake_Illinois_UnitedStates.Male_Total_Population.data|Lake_Illinois_UnitedStates.Male_Total_Population.missing|Lake_Illinois_UnitedStates.Female_Total_Population.data|Lake_Illinois_UnitedStates.Female_Total_Population.missing|Lake_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Lake_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|99810.0|0|350273.0|0|350559.0|0|168886.0|0
