|dates|Escambia_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Escambia_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Escambia_Florida_UnitedStates.Male_Total_Population.data|Escambia_Florida_UnitedStates.Male_Total_Population.missing|Escambia_Florida_UnitedStates.Female_Total_Population.data|Escambia_Florida_UnitedStates.Female_Total_Population.missing|Escambia_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Escambia_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|53148.0|0|156179.0|0|159355.0|0|65784.0|0
