|dates|Cimarron_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cimarron_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cimarron_Oklahoma_UnitedStates.Male_Total_Population.data|Cimarron_Oklahoma_UnitedStates.Male_Total_Population.missing|Cimarron_Oklahoma_UnitedStates.Female_Total_Population.data|Cimarron_Oklahoma_UnitedStates.Female_Total_Population.missing|Cimarron_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Cimarron_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|548.0|0|1102.0|0|1051.0|0|535.0|0
