|dates|Daviess_Kentucky_UnitedStates.BLS_EmployedPopulation.data|Daviess_Kentucky_UnitedStates.BLS_EmployedPopulation.missing|Daviess_Kentucky_UnitedStates.BLS_UnemployedPopulation.data|Daviess_Kentucky_UnitedStates.BLS_UnemployedPopulation.missing|Daviess_Kentucky_UnitedStates.BLS_UnemploymentRate.data|Daviess_Kentucky_UnitedStates.BLS_UnemploymentRate.missing|Daviess_Kentucky_UnitedStates.BLS_LaborForcePopulation.data|Daviess_Kentucky_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|45425.0|0|2044.0|0|4.3059681055004315|0|47469.0|0
0|2020-01-02|45425.0|0|2044.0|0|4.3059681055004315|0|47469.0|0
0|2020-01-03|45425.0|0|2044.0|0|4.3059681055004315|0|47469.0|0
0|2020-01-04|45425.0|0|2044.0|0|4.3059681055004315|0|47469.0|0
0|2020-01-05|45425.0|0|2044.0|0|4.3059681055004315|0|47469.0|0
0|2020-01-06|45425.0|0|2044.0|0|4.3059681055004315|0|47469.0|0
0|2020-01-07|45425.0|0|2044.0|0|4.3059681055004315|0|47469.0|0
0|2020-01-08|45425.0|0|2044.0|0|4.3059681055004315|0|47469.0|0
0|2020-01-09|45425.0|0|2044.0|0|4.3059681055004315|0|47469.0|0
0|2020-01-10|45425.0|0|2044.0|0|4.3059681055004315|0|47469.0|0
0|2020-01-11|45425.0|0|2044.0|0|4.3059681055004315|0|47469.0|0
0|2020-01-12|45425.0|0|2044.0|0|4.3059681055004315|0|47469.0|0
0|2020-01-13|45425.0|0|2044.0|0|4.3059681055004315|0|47469.0|0
0|2020-01-14|45425.0|0|2044.0|0|4.3059681055004315|0|47469.0|0
0|2020-01-15|45425.0|0|2044.0|0|4.3059681055004315|0|47469.0|0
0|2020-01-16|45425.0|0|2044.0|0|4.3059681055004315|0|47469.0|0
0|2020-01-17|45425.0|0|2044.0|0|4.3059681055004315|0|47469.0|0
0|2020-01-18|45425.0|0|2044.0|0|4.3059681055004315|0|47469.0|0
0|2020-01-19|45425.0|0|2044.0|0|4.3059681055004315|0|47469.0|0
0|2020-01-20|45425.0|0|2044.0|0|4.3059681055004315|0|47469.0|0
0|2020-01-21|45425.0|0|2044.0|0|4.3059681055004315|0|47469.0|0
0|2020-01-22|45425.0|0|2044.0|0|4.3059681055004315|0|47469.0|0
0|2020-01-23|45425.0|0|2044.0|0|4.3059681055004315|0|47469.0|0
0|2020-01-24|45425.0|0|2044.0|0|4.3059681055004315|0|47469.0|0
0|2020-01-25|45425.0|0|2044.0|0|4.3059681055004315|0|47469.0|0
0|2020-01-26|45425.0|0|2044.0|0|4.3059681055004315|0|47469.0|0
0|2020-01-27|45425.0|0|2044.0|0|4.3059681055004315|0|47469.0|0
0|2020-01-28|45425.0|0|2044.0|0|4.3059681055004315|0|47469.0|0
0|2020-01-29|45425.0|0|2044.0|0|4.3059681055004315|0|47469.0|0
0|2020-01-30|45425.0|0|2044.0|0|4.3059681055004315|0|47469.0|0
0|2020-01-31|45425.0|0|2044.0|0|4.3059681055004315|0|47469.0|0
0|2020-02-01|45475.0|0|1902.0|0|4.014606243535893|0|47377.0|0
0|2020-02-02|45475.0|0|1902.0|0|4.014606243535893|0|47377.0|0
0|2020-02-03|45475.0|0|1902.0|0|4.014606243535893|0|47377.0|0
0|2020-02-04|45475.0|0|1902.0|0|4.014606243535893|0|47377.0|0
0|2020-02-05|45475.0|0|1902.0|0|4.014606243535893|0|47377.0|0
0|2020-02-06|45475.0|0|1902.0|0|4.014606243535893|0|47377.0|0
0|2020-02-07|45475.0|0|1902.0|0|4.014606243535893|0|47377.0|0
0|2020-02-08|45475.0|0|1902.0|0|4.014606243535893|0|47377.0|0
0|2020-02-09|45475.0|0|1902.0|0|4.014606243535893|0|47377.0|0
0|2020-02-10|45475.0|0|1902.0|0|4.014606243535893|0|47377.0|0
0|2020-02-11|45475.0|0|1902.0|0|4.014606243535893|0|47377.0|0
0|2020-02-12|45475.0|0|1902.0|0|4.014606243535893|0|47377.0|0
0|2020-02-13|45475.0|0|1902.0|0|4.014606243535893|0|47377.0|0
0|2020-02-14|45475.0|0|1902.0|0|4.014606243535893|0|47377.0|0
0|2020-02-15|45475.0|0|1902.0|0|4.014606243535893|0|47377.0|0
0|2020-02-16|45475.0|0|1902.0|0|4.014606243535893|0|47377.0|0
0|2020-02-17|45475.0|0|1902.0|0|4.014606243535893|0|47377.0|0
0|2020-02-18|45475.0|0|1902.0|0|4.014606243535893|0|47377.0|0
0|2020-02-19|45475.0|0|1902.0|0|4.014606243535893|0|47377.0|0
0|2020-02-20|45475.0|0|1902.0|0|4.014606243535893|0|47377.0|0
0|2020-02-21|45475.0|0|1902.0|0|4.014606243535893|0|47377.0|0
0|2020-02-22|45475.0|0|1902.0|0|4.014606243535893|0|47377.0|0
0|2020-02-23|45475.0|0|1902.0|0|4.014606243535893|0|47377.0|0
0|2020-02-24|45475.0|0|1902.0|0|4.014606243535893|0|47377.0|0
0|2020-02-25|45475.0|0|1902.0|0|4.014606243535893|0|47377.0|0
0|2020-02-26|45475.0|0|1902.0|0|4.014606243535893|0|47377.0|0
0|2020-02-27|45475.0|0|1902.0|0|4.014606243535893|0|47377.0|0
0|2020-02-28|45475.0|0|1902.0|0|4.014606243535893|0|47377.0|0
0|2020-02-29|45475.0|0|1902.0|0|4.014606243535893|0|47377.0|0
0|2020-03-01|44731.0|0|2166.5|0|4.61964923503385|0|46897.5|0
0|2020-03-02|44731.0|0|2166.5|0|4.61964923503385|0|46897.5|0
0|2020-03-03|44731.0|0|2166.5|0|4.61964923503385|0|46897.5|0
0|2020-03-04|44731.0|0|2166.5|0|4.61964923503385|0|46897.5|0
0|2020-03-05|44731.0|0|2166.5|0|4.61964923503385|0|46897.5|0
0|2020-03-06|44731.0|0|2166.5|0|4.61964923503385|0|46897.5|0
0|2020-03-07|44731.0|0|2166.5|0|4.61964923503385|0|46897.5|0
0|2020-03-08|44731.0|0|2166.5|0|4.61964923503385|0|46897.5|0
0|2020-03-09|44731.0|0|2166.5|0|4.61964923503385|0|46897.5|0
0|2020-03-10|44731.0|0|2166.5|0|4.61964923503385|0|46897.5|0
0|2020-03-11|44731.0|0|2166.5|0|4.61964923503385|0|46897.5|0
