|dates|Calvert_Maryland_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Calvert_Maryland_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Calvert_Maryland_UnitedStates.Male_Total_Population.data|Calvert_Maryland_UnitedStates.Male_Total_Population.missing|Calvert_Maryland_UnitedStates.Female_Total_Population.data|Calvert_Maryland_UnitedStates.Female_Total_Population.missing|Calvert_Maryland_UnitedStates.MaleAndFemale_Under18_Population.data|Calvert_Maryland_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|13687.0|0|45613.0|0|46390.0|0|21300.0|0
