|dates|Newberry_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Newberry_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Newberry_SouthCarolina_UnitedStates.Male_Total_Population.data|Newberry_SouthCarolina_UnitedStates.Male_Total_Population.missing|Newberry_SouthCarolina_UnitedStates.Female_Total_Population.data|Newberry_SouthCarolina_UnitedStates.Female_Total_Population.missing|Newberry_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Newberry_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7552.0|0|18793.0|0|19727.0|0|8404.0|0
