|dates|Calhoun_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Calhoun_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Calhoun_Illinois_UnitedStates.Male_Total_Population.data|Calhoun_Illinois_UnitedStates.Male_Total_Population.missing|Calhoun_Illinois_UnitedStates.Female_Total_Population.data|Calhoun_Illinois_UnitedStates.Female_Total_Population.missing|Calhoun_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Calhoun_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1121.0|0|2393.0|0|2409.0|0|991.0|0
