|dates|Sumter_Georgia_UnitedStates.AveragePrecipitationTotal.data|Sumter_Georgia_UnitedStates.AveragePrecipitationTotal.missing|Sumter_Georgia_UnitedStates.AveragePrecipitation.data|Sumter_Georgia_UnitedStates.AveragePrecipitation.missing|Sumter_Georgia_UnitedStates.AverageWindDirection.data|Sumter_Georgia_UnitedStates.AverageWindDirection.missing|Sumter_Georgia_UnitedStates.AverageWindSpeed.data|Sumter_Georgia_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|10|0.0|10|230.79166666666666|0|6.385416666666667|0
