|dates|Mower_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mower_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mower_Minnesota_UnitedStates.Male_Total_Population.data|Mower_Minnesota_UnitedStates.Male_Total_Population.missing|Mower_Minnesota_UnitedStates.Female_Total_Population.data|Mower_Minnesota_UnitedStates.Female_Total_Population.missing|Mower_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Mower_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7340.0|0|20124.0|0|19887.0|0|10093.0|0
