|dates|Morgan_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Morgan_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Morgan_WestVirginia_UnitedStates.Male_Total_Population.data|Morgan_WestVirginia_UnitedStates.Male_Total_Population.missing|Morgan_WestVirginia_UnitedStates.Female_Total_Population.data|Morgan_WestVirginia_UnitedStates.Female_Total_Population.missing|Morgan_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.data|Morgan_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4107.0|0|8914.0|0|8873.0|0|3185.0|0
